x,p
-5.0,0.0
-4.0,0.0
-3.0,0.0
-2.0,0.0
-1.0,0.3348979766803842
0.0,0.4018775720164608
1.0,0.2009387860082302
2.0,0.05358367626886142
3.0,0.008037551440329213
4.0,0.0006430041152263371
