agent,budget,distribution,horizon,size,time,total_simulations,variable,value
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,24,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,25,100,acceptance_rate,0.30242238
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,25,100,accumulated_reward,3.38
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,25,100,available_budget,347.45
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,25,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,26,100,acceptance_rate,0.30035428
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,26,100,accumulated_reward,3.46
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,26,100,available_budget,347.38
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,26,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,27,100,acceptance_rate,0.30039661
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,27,100,accumulated_reward,3.57
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,27,100,available_budget,347.29
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,27,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,28,100,acceptance_rate,0.29681073999999996
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,28,100,accumulated_reward,3.66
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,28,100,available_budget,347.22
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,28,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,29,100,acceptance_rate,0.29378738000000004
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,29,100,accumulated_reward,3.74
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,29,100,available_budget,347.16
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,29,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,30,100,acceptance_rate,0.29349256
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,30,100,accumulated_reward,3.84
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,30,100,available_budget,347.08
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,30,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,31,100,acceptance_rate,0.29208631
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,31,100,accumulated_reward,3.92
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,31,100,available_budget,347.01
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,31,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,32,100,acceptance_rate,0.29139326
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,32,100,accumulated_reward,4.01
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,32,100,available_budget,346.92
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,32,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,33,100,acceptance_rate,0.29074622
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,33,100,accumulated_reward,4.1
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,33,100,available_budget,346.84
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,33,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,34,100,acceptance_rate,0.2919452
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,34,100,accumulated_reward,4.21
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,34,100,available_budget,346.74
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,34,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,35,100,acceptance_rate,0.29201983
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,35,100,accumulated_reward,4.35
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,35,100,available_budget,346.67
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,35,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,36,100,acceptance_rate,0.29074321999999997
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,36,100,accumulated_reward,4.45
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,36,100,available_budget,346.59
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,36,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,37,100,acceptance_rate,0.29050823000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,37,100,accumulated_reward,4.54
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,37,100,available_budget,346.52
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,37,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,38,100,acceptance_rate,0.29094838
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,38,100,accumulated_reward,4.62
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,38,100,available_budget,346.45
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,38,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,39,100,acceptance_rate,0.29025966000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,39,100,accumulated_reward,4.75
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,39,100,available_budget,346.37
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,39,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,40,100,acceptance_rate,0.28912048
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,40,100,accumulated_reward,4.84
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,40,100,available_budget,346.3
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,40,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,41,100,acceptance_rate,0.28690144
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,41,100,accumulated_reward,4.94
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,41,100,available_budget,346.24
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,41,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,42,100,acceptance_rate,0.28572681
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,42,100,accumulated_reward,5.01
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,42,100,available_budget,346.18
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,42,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,43,100,acceptance_rate,0.28245386
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,43,100,accumulated_reward,5.03
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,43,100,available_budget,346.16
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,43,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,44,100,acceptance_rate,0.27821294
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,44,100,accumulated_reward,5.06
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,44,100,available_budget,346.14
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,44,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,45,100,acceptance_rate,0.27903519
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,45,100,accumulated_reward,5.18
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,45,100,available_budget,346.04
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,45,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,46,100,acceptance_rate,0.27904576999999997
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,46,100,accumulated_reward,5.31
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,46,100,available_budget,345.93
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,46,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,47,100,acceptance_rate,0.27785767
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,47,100,accumulated_reward,5.38
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,47,100,available_budget,345.87
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,47,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,48,100,acceptance_rate,0.27811673
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,48,100,accumulated_reward,5.46
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,48,100,available_budget,345.79
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,48,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,49,100,acceptance_rate,0.27754833
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,49,100,accumulated_reward,5.58
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,49,100,available_budget,345.71
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,49,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,50,100,acceptance_rate,0.27730992
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,50,100,accumulated_reward,5.64
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,50,100,available_budget,345.65
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,50,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,51,100,acceptance_rate,0.27623433000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,51,100,accumulated_reward,5.71
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,51,100,available_budget,345.6
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,51,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,52,100,acceptance_rate,0.27565754000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,52,100,accumulated_reward,5.75
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,52,100,available_budget,345.56
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,52,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,53,100,acceptance_rate,0.27672376
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,53,100,accumulated_reward,5.92
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,53,100,available_budget,345.43
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,53,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,54,100,acceptance_rate,0.27572934
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,54,100,accumulated_reward,6.04
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,54,100,available_budget,345.34
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,54,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,55,100,acceptance_rate,0.27692587
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,55,100,accumulated_reward,6.15
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,55,100,available_budget,345.24
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,55,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,56,100,acceptance_rate,0.27729585
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,56,100,accumulated_reward,6.27
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,56,100,available_budget,345.15
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,56,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,57,100,acceptance_rate,0.27624033000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,57,100,accumulated_reward,6.32
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,57,100,available_budget,345.11
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,57,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,58,100,acceptance_rate,0.27696102
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,58,100,accumulated_reward,6.44
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,58,100,available_budget,345.01
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,58,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,59,100,acceptance_rate,0.27446155
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,59,100,accumulated_reward,6.53
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,59,100,available_budget,344.94
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,59,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,60,100,acceptance_rate,0.27325921000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,60,100,accumulated_reward,6.59
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,60,100,available_budget,344.88
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,60,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,61,100,acceptance_rate,0.27184983
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,61,100,accumulated_reward,6.75
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,61,100,available_budget,344.79
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,61,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,62,100,acceptance_rate,0.27061413
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,62,100,accumulated_reward,6.81
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,62,100,available_budget,344.74
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,62,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,63,100,acceptance_rate,0.27071992
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,63,100,accumulated_reward,6.92
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,63,100,available_budget,344.65
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,63,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,64,100,acceptance_rate,0.27023299
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,64,100,accumulated_reward,6.99
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,64,100,available_budget,344.59
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,64,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,65,100,acceptance_rate,0.26854743
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,65,100,accumulated_reward,7.01
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,65,100,available_budget,344.57
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,65,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,66,100,acceptance_rate,0.26801833
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,66,100,accumulated_reward,7.09
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,66,100,available_budget,344.49
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,66,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,67,100,acceptance_rate,0.26833692
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,67,100,accumulated_reward,7.17
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,67,100,available_budget,344.42
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,67,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,68,100,acceptance_rate,0.267719
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,68,100,accumulated_reward,7.27
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,68,100,available_budget,344.36
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,68,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,69,100,acceptance_rate,0.26883783
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,69,100,accumulated_reward,7.39
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,69,100,available_budget,344.25
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,69,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,70,100,acceptance_rate,0.26989359
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,70,100,accumulated_reward,7.51
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,70,100,available_budget,344.15
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,70,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,71,100,acceptance_rate,0.26935394
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,71,100,accumulated_reward,7.58
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,71,100,available_budget,344.09
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,71,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,72,100,acceptance_rate,0.2675452
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,72,100,accumulated_reward,7.64
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,72,100,available_budget,344.04
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,72,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,73,100,acceptance_rate,0.26636278
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,73,100,accumulated_reward,7.7
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,73,100,available_budget,344.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,73,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,74,100,acceptance_rate,0.26562515000000003
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,74,100,accumulated_reward,7.78
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,74,100,available_budget,343.93
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,74,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,75,100,acceptance_rate,0.26765792
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,75,100,accumulated_reward,7.99
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,75,100,available_budget,343.78
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,75,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,76,100,acceptance_rate,0.26655766
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,76,100,accumulated_reward,8.06
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,76,100,available_budget,343.73
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,76,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,77,100,acceptance_rate,0.26650051
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,77,100,accumulated_reward,8.14
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,77,100,available_budget,343.67
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,77,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,78,100,acceptance_rate,0.26583599
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,78,100,accumulated_reward,8.25
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,78,100,available_budget,343.6
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,78,100,threshold,0.0
greedy,350,centeredbino_l-5_u4_n6_k1,500,10,79,100,acceptance_rate,0.26639986
