agent,budget,distribution,horizon,size,time,total_simulations,variable,value
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,12,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,13,100,acceptance_rate,0.30859552
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,13,100,accumulated_reward,1.57
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,13,100,available_budget,248.74
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,13,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,14,100,acceptance_rate,0.30766406
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,14,100,accumulated_reward,1.7
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,14,100,available_budget,248.66
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,14,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,15,100,acceptance_rate,0.30237338
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,15,100,accumulated_reward,1.79
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,15,100,available_budget,248.58
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,15,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,16,100,acceptance_rate,0.30289079999999996
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,16,100,accumulated_reward,1.94
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,16,100,available_budget,248.48
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,16,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,17,100,acceptance_rate,0.29945495
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,17,100,accumulated_reward,2.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,17,100,available_budget,248.42
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,17,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,18,100,acceptance_rate,0.2979056
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,18,100,accumulated_reward,2.1
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,18,100,available_budget,248.33
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,18,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,19,100,acceptance_rate,0.29211752
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,19,100,accumulated_reward,2.16
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,19,100,available_budget,248.28
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,19,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,20,100,acceptance_rate,0.29014511
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,20,100,accumulated_reward,2.23
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,20,100,available_budget,248.22
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,20,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,21,100,acceptance_rate,0.29079192
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,21,100,accumulated_reward,2.37
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,21,100,available_budget,248.12
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,21,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,22,100,acceptance_rate,0.2853052
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,22,100,accumulated_reward,2.42
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,22,100,available_budget,248.08
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,22,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,23,100,acceptance_rate,0.28463361
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,23,100,accumulated_reward,2.52
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,23,100,available_budget,248.02
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,23,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,24,100,acceptance_rate,0.28012985
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,24,100,accumulated_reward,2.55
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,24,100,available_budget,247.99
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,24,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,25,100,acceptance_rate,0.27912956
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,25,100,accumulated_reward,2.64
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,25,100,available_budget,247.92
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,25,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,26,100,acceptance_rate,0.27589078
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,26,100,accumulated_reward,2.68
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,26,100,available_budget,247.88
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,26,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,27,100,acceptance_rate,0.27255166
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,27,100,accumulated_reward,2.76
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,27,100,available_budget,247.82
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,27,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,28,100,acceptance_rate,0.27006065
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,28,100,accumulated_reward,2.8
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,28,100,available_budget,247.79
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,28,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,29,100,acceptance_rate,0.27071285
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,29,100,accumulated_reward,2.89
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,29,100,available_budget,247.72
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,29,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,30,100,acceptance_rate,0.27011629
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,30,100,accumulated_reward,3.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,30,100,available_budget,247.64
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,30,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,31,100,acceptance_rate,0.26931592000000004
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,31,100,accumulated_reward,3.09
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,31,100,available_budget,247.55
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,31,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,32,100,acceptance_rate,0.27083493000000003
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,32,100,accumulated_reward,3.2
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,32,100,available_budget,247.45
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,32,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,33,100,acceptance_rate,0.27249407999999997
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,33,100,accumulated_reward,3.31
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,33,100,available_budget,247.35
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,33,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,34,100,acceptance_rate,0.27036542
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,34,100,accumulated_reward,3.37
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,34,100,available_budget,247.3
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,34,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,35,100,acceptance_rate,0.26854051
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,35,100,accumulated_reward,3.45
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,35,100,available_budget,247.23
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,35,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,36,100,acceptance_rate,0.26881031
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,36,100,accumulated_reward,3.53
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,36,100,available_budget,247.17
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,36,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,37,100,acceptance_rate,0.26781303
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,37,100,accumulated_reward,3.61
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,37,100,available_budget,247.1
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,37,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,38,100,acceptance_rate,0.26949551
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,38,100,accumulated_reward,3.69
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,38,100,available_budget,247.02
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,38,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,39,100,acceptance_rate,0.26928699
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,39,100,accumulated_reward,3.77
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,39,100,available_budget,246.95
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,39,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,40,100,acceptance_rate,0.26861179
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,40,100,accumulated_reward,3.87
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,40,100,available_budget,246.88
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,40,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,41,100,acceptance_rate,0.26724347000000004
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,41,100,accumulated_reward,3.93
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,41,100,available_budget,246.82
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,41,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,42,100,acceptance_rate,0.26705183
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,42,100,accumulated_reward,4.07
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,42,100,available_budget,246.72
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,42,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,43,100,acceptance_rate,0.26834183
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,43,100,accumulated_reward,4.21
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,43,100,available_budget,246.61
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,43,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,44,100,acceptance_rate,0.26682654
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,44,100,accumulated_reward,4.29
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,44,100,available_budget,246.55
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,44,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,45,100,acceptance_rate,0.26468494
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,45,100,accumulated_reward,4.37
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,45,100,available_budget,246.49
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,45,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,46,100,acceptance_rate,0.26789103000000003
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,46,100,accumulated_reward,4.56
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,46,100,available_budget,246.34
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,46,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,47,100,acceptance_rate,0.26684406
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,47,100,accumulated_reward,4.64
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,47,100,available_budget,246.28
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,47,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,48,100,acceptance_rate,0.26617027
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,48,100,accumulated_reward,4.7
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,48,100,available_budget,246.22
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,48,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,49,100,acceptance_rate,0.26387082
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,49,100,accumulated_reward,4.76
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,49,100,available_budget,246.17
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,49,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,50,100,acceptance_rate,0.26298356
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,50,100,accumulated_reward,4.82
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,50,100,available_budget,246.12
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,50,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,51,100,acceptance_rate,0.26141888
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,51,100,accumulated_reward,4.87
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,51,100,available_budget,246.08
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,51,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,52,100,acceptance_rate,0.26054083
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,52,100,accumulated_reward,4.93
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,52,100,available_budget,246.03
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,52,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,53,100,acceptance_rate,0.25964913
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,53,100,accumulated_reward,4.99
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,53,100,available_budget,245.97
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,53,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,54,100,acceptance_rate,0.25963649
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,54,100,accumulated_reward,5.08
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,54,100,available_budget,245.91
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,54,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,55,100,acceptance_rate,0.26038234
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,55,100,accumulated_reward,5.18
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,55,100,available_budget,245.82
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,55,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,56,100,acceptance_rate,0.26034395
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,56,100,accumulated_reward,5.25
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,56,100,available_budget,245.75
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,56,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,57,100,acceptance_rate,0.26118436
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,57,100,accumulated_reward,5.44
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,57,100,available_budget,245.65
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,57,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,58,100,acceptance_rate,0.26102264000000003
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,58,100,accumulated_reward,5.52
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,58,100,available_budget,245.57
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,58,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,59,100,acceptance_rate,0.25961115
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,59,100,accumulated_reward,5.6
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,59,100,available_budget,245.51
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,59,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,60,100,acceptance_rate,0.26239025
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,60,100,accumulated_reward,5.78
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,60,100,available_budget,245.39
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,60,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,61,100,acceptance_rate,0.26211824
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,61,100,accumulated_reward,5.87
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,61,100,available_budget,245.32
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,61,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,62,100,acceptance_rate,0.26214959
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,62,100,accumulated_reward,5.93
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,62,100,available_budget,245.27
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,62,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,63,100,acceptance_rate,0.26116977
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,63,100,accumulated_reward,6.01
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,63,100,available_budget,245.2
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,63,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,64,100,acceptance_rate,0.26126768
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,64,100,accumulated_reward,6.13
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,64,100,available_budget,245.11
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,64,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,65,100,acceptance_rate,0.26100669
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,65,100,accumulated_reward,6.21
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,65,100,available_budget,245.05
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,65,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,66,100,acceptance_rate,0.26220512
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,66,100,accumulated_reward,6.32
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,66,100,available_budget,244.95
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,66,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,67,100,acceptance_rate,0.26146442000000003
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,67,100,accumulated_reward,6.4
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,67,100,available_budget,244.89
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,67,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,68,100,acceptance_rate,0.26210656
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,68,100,accumulated_reward,6.58
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,68,100,available_budget,244.77
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,68,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,69,100,acceptance_rate,0.26114937
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,69,100,accumulated_reward,6.65
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,69,100,available_budget,244.71
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,69,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,70,100,acceptance_rate,0.2617859
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,70,100,accumulated_reward,6.75
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,70,100,available_budget,244.63
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,70,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,71,100,acceptance_rate,0.26231864
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,71,100,accumulated_reward,6.84
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,71,100,available_budget,244.55
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,71,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,72,100,acceptance_rate,0.26106432
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,72,100,accumulated_reward,6.9
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,72,100,available_budget,244.5
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,72,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,73,100,acceptance_rate,0.25973254
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,73,100,accumulated_reward,6.96
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,73,100,available_budget,244.46
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,73,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,74,100,acceptance_rate,0.25988323
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,74,100,accumulated_reward,7.08
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,74,100,available_budget,244.36
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,74,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,75,100,acceptance_rate,0.26005135
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,75,100,accumulated_reward,7.19
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,75,100,available_budget,244.28
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,75,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,76,100,acceptance_rate,0.25997658
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,76,100,accumulated_reward,7.26
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,76,100,available_budget,244.23
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,76,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,77,100,acceptance_rate,0.26097708000000003
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,77,100,accumulated_reward,7.38
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,77,100,available_budget,244.13
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,77,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,78,100,acceptance_rate,0.2634052
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,78,100,accumulated_reward,7.52
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,78,100,available_budget,243.99
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,78,100,threshold,0.0
greedy,250,centeredbino_l-5_u4_n6_k1,500,10,79,100,acceptance_rate,0.26266201
